WB-1044190	WB-1044191	WB-1044192
ENSG00000225385	0	0	0
ENSG00000225392	0	0	0
ENSG00000225394	0	0	0
ENSG00000225397	0	0	0
ENSG00000225398	0	0	0
ENSG00000225400	0	0	0
ENSG00000225401	0	0	0
ENSG00000225402	0	0	0
ENSG00000225404	0	0	0
ENSG00000225405	0	0	0
ENSG00000225406	0	0	0
ENSG00000225412	0	0	0
ENSG00000225415	0	0	0
ENSG00000225416	0	0	0
ENSG00000225418	0	0	0
ENSG00000225419	0	0	0
ENSG00000225422	0	0	0
ENSG00000225423	0	0	0
ENSG00000225428	0	0	0
ENSG00000225429	0	0	0
ENSG00000225433	0	0	0
ENSG00000225443	0	0	0
ENSG00000225447	0	0	0
ENSG00000225448	0	0	0
ENSG00000225449	2	2	2
ENSG00000225451	0	0	0
ENSG00000225453	0	0	0
ENSG00000225454	0	0	0
ENSG00000225455	0	0	0
ENSG00000225460	0	0	0
ENSG00000225462	0	0	0
ENSG00000225466	0	0	0
ENSG00000225469	0	0	0
ENSG00000225471	0	0	0
ENSG00000225475	0	0	0
ENSG00000225476	0	0	0
ENSG00000225477	0	0	0
ENSG00000225478	0	0	0
ENSG00000225480	0	0	0
ENSG00000225482	0	0	0
ENSG00000225483	0	0	0
ENSG00000225486	0	0	0
ENSG00000225487	0	0	0
ENSG00000225491	0	0	0
ENSG00000225492	0	0	0
ENSG00000225496	0	0	0
ENSG00000225501	0	0	0
ENSG00000225502	0	0	0
ENSG00000225505	0	0	0
ENSG00000225507	0	0	0
ENSG00000225509	0	0	0
ENSG00000225510	0	0	0
ENSG00000225513	0	0	0
ENSG00000225514	0	0	0
ENSG00000225522	0	0	0
ENSG00000225523	0	0	0
ENSG00000225526	0	0	0
ENSG00000225530	0	0	0
ENSG00000225531	0	0	0
ENSG00000225533	0	0	0
ENSG00000225536	0	0	0
ENSG00000225538	0	0	0
ENSG00000225544	0	0	0
ENSG00000225549	0	0	0
ENSG00000225551	0	0	0
ENSG00000225553	7.663	7.663	7.662
ENSG00000225556	0	0	0
ENSG00000225557	0	0	0
ENSG00000225558	0	0	0
ENSG00000225560	0	0	0
ENSG00000225567	0	0	0
ENSG00000225568	0	0	0
ENSG00000225569	0	0	0
ENSG00000225571	0	0	0
ENSG00000225573	0	0	0
ENSG00000225574	1	1	1
ENSG00000225580	0	0	0
ENSG00000225581	0	0	0
ENSG00000225583	0	0	0
ENSG00000225585	0	0	0
ENSG00000225591	0	0	0
ENSG00000225592	0	0	0
ENSG00000225594	0	0	0
ENSG00000225603	0	0	0
ENSG00000225609	0	0	0
ENSG00000225614	1	1	1
ENSG00000225615	0	0	0
ENSG00000225616	0	0	0
ENSG00000225622	0	0	0
ENSG00000225624	0	0	0
ENSG00000225625	0	0	0
ENSG00000225630	18.258	18.258	18.258
ENSG00000225636	0	0	0
ENSG00000225638	0	0	0
ENSG00000225639	0	0	0
ENSG00000225642	0	0	0
ENSG00000225644	0	0	0
ENSG00000225648	4	4	4
ENSG00000225650	0	0	0
ENSG00000225653	0	0	0
ENSG00000225658	0	0	0
ENSG00000225660	0	0	0
ENSG00000225661	0	0	0
ENSG00000225662	0	0	0
ENSG00000225663	42	42	42
ENSG00000225664	0	0	0
ENSG00000225665	0	0	0
ENSG00000225669	0	0	0
ENSG00000225671	0	0	0
ENSG00000225672	0	0	0
ENSG00000225673	0	0	0
ENSG00000225674	0	0	0
ENSG00000225678	0	0	0
ENSG00000225681	0	0	0
ENSG00000225685	0	0	0
ENSG00000225690	0	0	0
ENSG00000225691	3	3	3
ENSG00000225693	0	0	0
ENSG00000225695	0	0	0
ENSG00000225697	0	0	0
ENSG00000225698	0	0	0
ENSG00000225701	0	0	0
ENSG00000225704	0	0	0
ENSG00000225705	0	0	0
ENSG00000225710	0	0	0
ENSG00000225711	0	0	0
ENSG00000225712	0	0	0
ENSG00000225713	0	0	0
ENSG00000225714	0	0	0
ENSG00000225715	0	0	0
ENSG00000225716	0	0	0
ENSG00000225719	0	0	0
ENSG00000225720	0	0	0
ENSG00000225722	0	0	0
ENSG00000225723	0	0	0
ENSG00000225724	0	0	0
ENSG00000225726	0	0	0
ENSG00000225727	0	0	0
ENSG00000225728	0	0	0
ENSG00000225737	0	0	0
ENSG00000225739	0	0	0
ENSG00000225741	0	0	0
ENSG00000225748	18.141	18.131	18.135
ENSG00000225755	0	0	0
ENSG00000225758	0	0	0
ENSG00000225766	0	0	0
ENSG00000225769	0	0	0
ENSG00000225770	0	0	0
ENSG00000225774	0	0	0
ENSG00000225777	0	0	0
ENSG00000225779	0	0	0
ENSG00000225781	0	0	0
ENSG00000225787	0	0	0
ENSG00000225795	0	0	0
ENSG00000225796	0	0	0
ENSG00000225801	0	0	0
ENSG00000225802	0	0	0
ENSG00000225803	0	0	0
ENSG00000225805	0	0	0
ENSG00000225808	0	0	0
ENSG00000225809	0	0	0
ENSG00000225813	0	0	0
ENSG00000225814	0	0	0
ENSG00000225816	0	0	0
ENSG00000225823	0	0	0
ENSG00000225824	0	0	0
ENSG00000225827	0	0	0
ENSG00000225828	3	3	3
ENSG00000225830	7	7	7
ENSG00000225831	0	0	0
ENSG00000225832	0	0	0
ENSG00000225838	0	0	0
ENSG00000225840	0	0	0
ENSG00000225842	0	0	0
ENSG00000225843	0	0	0
ENSG00000225846	0	0	0
ENSG00000225849	0	0	0
ENSG00000225854	0	0	0
ENSG00000225856	0	0	0
ENSG00000225858	0	0	0
ENSG00000225859	0	0	0
ENSG00000225864	0	0	0
ENSG00000225869	0	0	0
ENSG00000225871	0	0	0
ENSG00000225876	0	0	0
ENSG00000225878	0	0	0
ENSG00000225883	0	0	0
ENSG00000225890	0	0	0
ENSG00000225893	0	0	0
ENSG00000225895	0	0	0
ENSG00000225896	0	0	0
ENSG00000225898	0	0	0
ENSG00000225899	0	0	0
ENSG00000225900	0	0	0
ENSG00000225901	0	0	0
ENSG00000225904	0	0	0
ENSG00000225906	0	0	0
ENSG00000225907	0	0	0
ENSG00000225911	0	0	0
ENSG00000225912	0	0	0
ENSG00000225918	0	0	0
ENSG00000225920	0	0	0
ENSG00000225921	14	14	14
ENSG00000225922	0	0	0
ENSG00000225923	0	0	0
ENSG00000225925	0	0	0
ENSG00000225928	0	0	0
ENSG00000225932	0	0	0
ENSG00000225933	0	0	0
ENSG00000225934	0	0	0
ENSG00000225935	0	0	0
ENSG00000225940	0	0	0
ENSG00000225943	0	0	0
ENSG00000225944	0	0	0
ENSG00000225947	0	0	0
ENSG00000225949	0	0	0
ENSG00000225950	0	0	0
ENSG00000225954	0	0	0
ENSG00000225957	0	0	0
ENSG00000225959	0	0	0
ENSG00000225965	0	0	0
ENSG00000225967	0.4	0.4	2
ENSG00000225968	14	14	14
ENSG00000225971	0	0	0
ENSG00000225972	0	0	0
ENSG00000225973	1.003	1.003	1.003
ENSG00000225976	0	0	0
ENSG00000225980	0	0	0
ENSG00000225984	0	0	0
ENSG00000225987	0	0	0
ENSG00000225989	0	0	0
ENSG00000225990	0	0	0
ENSG00000225991	0	0	0
ENSG00000225992	0	0	0
ENSG00000225997	0	0	0
ENSG00000225999	0	0	0
ENSG00000226000	0	0	0
ENSG00000226002	0	0	0
ENSG00000226003	0	0	0
ENSG00000226010	0	0	0
ENSG00000226011	0	0	0
ENSG00000226013	0	0	0
ENSG00000226014	0	0	0
ENSG00000226015	0	0	0
ENSG00000226016	0	0	0
ENSG00000226020	0	0	0
ENSG00000226023	0	0	0
ENSG00000226024	0	0	0
ENSG00000226025	0	0	0
ENSG00000226027	0	0	0
ENSG00000226028	0	0	0
ENSG00000226030	0	0	0
ENSG00000226033	0	0	0
ENSG00000226034	0	0	0
ENSG00000226036	0	0	0
ENSG00000226038	0	0	0
ENSG00000226040	0	0	0
ENSG00000226042	0	0	0
ENSG00000226045	0	0	0
ENSG00000226046	0	0	0
ENSG00000226048	0	0	0
ENSG00000226049	0	0	0
ENSG00000226050	0	0	0
ENSG00000226054	0	0	0
ENSG00000226055	0	0	0
ENSG00000226056	0	0	0
ENSG00000226057	0	0	0
ENSG00000226058	0	0	0
ENSG00000226059	0	0	0
ENSG00000226061	0	0	0
ENSG00000226064	0	0	0
ENSG00000226065	0	0	0
ENSG00000226066	0	0	0
ENSG00000226068	0	0	0
ENSG00000226071	0	0	0
ENSG00000226072	0	0	0
ENSG00000226074	0	0	0
ENSG00000226075	0	0	0
ENSG00000226080	0	0	0
ENSG00000226081	0	0	0
ENSG00000226082	0	0	0
ENSG00000226084	0	0	0
ENSG00000226085	0	0	0
ENSG00000226086	0	0	0
ENSG00000226093	0	0	0
ENSG00000226094	0	0	0
ENSG00000226096	0	0	0
ENSG00000226098	0	0	0
ENSG00000226102	0	0	0
ENSG00000226107	0	0	0
ENSG00000226108	0	0	0
ENSG00000226109	0	0	0
ENSG00000226110	0	0	0
ENSG00000226112	0	0	0
ENSG00000226114	0	0	0
ENSG00000226116	0	0	0
ENSG00000226117	0	0	0
ENSG00000226118	0	0	0
ENSG00000226119	0	0	0
ENSG00000226121	0	0	0
ENSG00000226124	0	0	0
ENSG00000226126	0	0	0
ENSG00000226127	0	0	0
ENSG00000226128	0	0	0
ENSG00000226131	0	0	0
ENSG00000226132	0	0	0
ENSG00000226138	0	0	0
ENSG00000226141	0	0	0
ENSG00000226142	0	0	0
ENSG00000226144	0	0	0
ENSG00000226145	0	0	0
ENSG00000226147	0	0	0
ENSG00000226148	0	0	0
ENSG00000226152	0	0	0
ENSG00000226153	0	0	0
ENSG00000226156	0	0	0
ENSG00000226157	0	0	0
ENSG00000226158	0	0	0
ENSG00000226160	0	0	0
ENSG00000226161	0	0	0
ENSG00000226164	0	0	0
ENSG00000226165	0	0	0
ENSG00000226166	0	0	0
ENSG00000226168	0	0	0
ENSG00000226171	6	6	4
ENSG00000226174	0	0	0
ENSG00000226175	0	0	0
ENSG00000226182	0	0	0
ENSG00000226183	0	0	0
ENSG00000226185	0	0	0
ENSG00000226186	0	0	0
ENSG00000226188	0	0	0
ENSG00000226191	0	0	0
ENSG00000226196	0	0	0
ENSG00000226199	0	0	0
ENSG00000226205	0	0	0
ENSG00000226209	0	0	0
ENSG00000226210	1.269	1.27	1.269
ENSG00000226211	0	0	0
ENSG00000226212	0	0	0
ENSG00000226213	0	0	0
ENSG00000226216	0	0	0
ENSG00000226217	0	0	0
ENSG00000226220	0	0	0
ENSG00000226221	0	0	0
ENSG00000226222	0	0	0
ENSG00000226223	0	0	0
ENSG00000226226	0	0	0
ENSG00000226227	0	0	0
ENSG00000226229	0	0	0
ENSG00000226230	0	0	0
ENSG00000226232	2	2	2
ENSG00000226233	0	0	0
ENSG00000226234	0	0	0
ENSG00000226241	0	0	0
ENSG00000226242	0	0	0
ENSG00000226243	0	0	0
ENSG00000226246	0	0	0
ENSG00000226247	0	0	0
ENSG00000226248	0	2	2
ENSG00000226253	0	0	0
ENSG00000226254	0	0	0
ENSG00000226255	0	0	0
ENSG00000226259	0	0	0
ENSG00000226260	0	0	0
ENSG00000226261	0	0	0
ENSG00000226262	0	0	0
ENSG00000226264	0	0	0
ENSG00000226267	0	0	0
ENSG00000226268	0	0	0
ENSG00000226270	0	0	0
ENSG00000226273	0	0	0
ENSG00000226275	0	0	0
ENSG00000226278	0	0	0
ENSG00000226279	0	0	0
ENSG00000226280	0	0	0
ENSG00000226284	0	0	0
ENSG00000226285	0	0	0
ENSG00000226288	0	0	0
ENSG00000226289	0	0	0
ENSG00000226292	0	0	0
ENSG00000226297	0	0	0
ENSG00000226298	0	0	0
ENSG00000226299	0	0	0
ENSG00000226301	0	0	0
ENSG00000226306	0	0	0
ENSG00000226307	0	0	0
ENSG00000226309	0	0	0
ENSG00000226313	0	0	0
ENSG00000226314	0	0	0
ENSG00000226318	0	0	0
ENSG00000226321	0	0	0
ENSG00000226324	0	0	0
ENSG00000226327	0	0	0
ENSG00000226329	0	0	0
ENSG00000226331	0	0	0
ENSG00000226338	0	0	0
ENSG00000226339	0	0	0
ENSG00000226340	0	0	0
ENSG00000226341	0	0	0
ENSG00000226342	0	0	0
ENSG00000226343	0	0	0
ENSG00000226344	0	0	0
ENSG00000226345	0	0	0
ENSG00000226348	0	0	0
ENSG00000226354	0	0	0
ENSG00000226356	0	0	0
ENSG00000226358	0	0	0
ENSG00000226359	0	0	0
ENSG00000226360	0	0	0
ENSG00000226361	0	0	0
ENSG00000226366	0	0	0
ENSG00000226369	0	0	0
ENSG00000226372	0	0	0
ENSG00000226384	0	0	0
ENSG00000226388	0	0	0
ENSG00000226389	0	0	0
ENSG00000226392	0	0	0
ENSG00000226393	0	0	0
ENSG00000226394	0	0	0
ENSG00000226395	0	0	0
ENSG00000226396	0	0	0
ENSG00000226400	0	0	0
ENSG00000226401	0	0	0
ENSG00000226402	0	0	0
ENSG00000226405	0	0	0
ENSG00000226406	0	0	0
ENSG00000226407	0	0	0
ENSG00000226410	0	0	0
ENSG00000226411	0	0	0
ENSG00000226413	0	0	0
ENSG00000226414	0	0	0
ENSG00000226415	0	0	0
ENSG00000226420	0	0	0
ENSG00000226421	0	0	0
ENSG00000226427	0	0	0
ENSG00000226428	0	0	0
ENSG00000226429	0	0	0
ENSG00000226430	0	0	0
ENSG00000226432	0	0	0
ENSG00000226435	0	0	0
ENSG00000226436	0	0	0
ENSG00000226437	4	4	0
ENSG00000226439	0	0	0
ENSG00000226443	0	0	0
ENSG00000226444	0	0	0
ENSG00000226446	0	0	0
ENSG00000226448	0	0	0
ENSG00000226449	0	0	0
ENSG00000226450	0	0	0
ENSG00000226457	0	0	0
ENSG00000226461	0	0	0
ENSG00000226466	0	0	0
ENSG00000226468	0	0	0
ENSG00000226469	0	0	0
ENSG00000226470	0	0	0
ENSG00000226473	0	0	0
ENSG00000226474	0	0	0
ENSG00000226477	0	0	0
ENSG00000226478	0	0	0
ENSG00000226479	1	1	1
ENSG00000226480	0	0	0
ENSG00000226481	0	0	0
ENSG00000226483	0	0	0
ENSG00000226485	0	0	0
ENSG00000226489	0	0	0
ENSG00000226491	0	0	0
ENSG00000226492	0	0	0
ENSG00000226493	0	0	0
ENSG00000226498	0	0	0
ENSG00000226499	0	0	0
ENSG00000226500	0	0	0
ENSG00000226501	0	0	0
ENSG00000226502	0	0	0
ENSG00000226504	0	0	0
ENSG00000226507	0	0	0
ENSG00000226509	0	0	0
ENSG00000226515	0	0	0
ENSG00000226517	0	0	0
ENSG00000226521	0	0	0
ENSG00000226523	0	0	0
ENSG00000226525	0	0	0
ENSG00000226529	0	0	0
ENSG00000226531	0	0	0
ENSG00000226532	0	0	0
ENSG00000226534	0	0	0
ENSG00000226535	0	0	0
ENSG00000226536	0	0	0
ENSG00000226537	0	0	0
ENSG00000226539	0	0	0
ENSG00000226540	0	0	0
ENSG00000226541	0	0	0
ENSG00000226543	0	0	0
ENSG00000226544	0	0	0
ENSG00000226545	0	0	0
ENSG00000226547	0	0	0
ENSG00000226549	0	0	0
ENSG00000226552	0	0	0
ENSG00000226553	0	0	0
ENSG00000226554	0	0	0
ENSG00000226555	0	0	0
ENSG00000226556	0	0	0
ENSG00000226557	0	0	0
ENSG00000226558	0	0	0
ENSG00000226563	0	0	0
ENSG00000226564	0	0	0
ENSG00000226565	0	0	0
ENSG00000226570	0	0	0
ENSG00000226573	0	0	0
ENSG00000226579	0	0	0
ENSG00000226580	0	0	0
ENSG00000226582	0	0	0
ENSG00000226586	0	0	0
ENSG00000226589	0	0	0
ENSG00000226590	0	0	0
ENSG00000226592	0	0	0
ENSG00000226595	0	0	0
ENSG00000226597	0	0	0
ENSG00000226603	0	0	0
ENSG00000226608	0	0	0
ENSG00000226611	0	0	0
ENSG00000226616	0	0	0
ENSG00000226617	0	0	0
ENSG00000226618	0	0	0
ENSG00000226621	0	0	0
ENSG00000226624	0	0	0
ENSG00000226625	0	0	0
ENSG00000226626	0	0	0
ENSG00000226631	0	0	0
ENSG00000226632	0	0	0
ENSG00000226633	0	0	0
ENSG00000226636	0	0	0
ENSG00000226641	0	0	0
ENSG00000226642	0	0	0
ENSG00000226646	0	0	0
ENSG00000226650	0	0	0
ENSG00000226651	0	0	0
ENSG00000226652	0	0	0
ENSG00000226653	0	0	0
ENSG00000226657	0	0	0
ENSG00000226658	0	0	0
ENSG00000226660	0	0	0
ENSG00000226662	0	0	0
ENSG00000226663	0	0	0
ENSG00000226665	0	0	0
ENSG00000226666	0	0	0
ENSG00000226668	0	0	0
ENSG00000226670	0	0	0
ENSG00000226671	0	0	0
ENSG00000226677	0	0	0
ENSG00000226683	0	0	0
ENSG00000226685	0	0	0
ENSG00000226693	0	0	0
ENSG00000226695	0	0	0
ENSG00000226700	0	0	0
ENSG00000226701	0	0	0
ENSG00000226703	0	0	0
ENSG00000226704	0	0	0
ENSG00000226705	0	0	0
ENSG00000226710	25.999	17.826	26
ENSG00000226714	0	0	0
ENSG00000226718	0	0	0
ENSG00000226721	0	0	0
ENSG00000226723	0	0	0
ENSG00000226724	0	0	0
ENSG00000226726	0	0	0
ENSG00000226727	0	0	0
ENSG00000226729	0	0	0
ENSG00000226734	0	0	0
ENSG00000226736	0	0	0
ENSG00000226742	0	0	0
ENSG00000226744	0	0	0
ENSG00000226745	0	0	0
ENSG00000226750	0	0	0
ENSG00000226753	0	0	0
ENSG00000226755	0	0	0
ENSG00000226763	0	0	0
ENSG00000226765	0	0	0
ENSG00000226766	0	0	0
ENSG00000226767	0	0	0
ENSG00000226769	0	0	0
ENSG00000226773	0	0	0
ENSG00000226774	0	0	0
ENSG00000226781	0	0	0
ENSG00000226783	0	0	0
ENSG00000226784	0	0	0
ENSG00000226788	10	10	10
ENSG00000226789	0	0	0
ENSG00000226790	0	0	0
ENSG00000226794	0	0	0
ENSG00000226801	0	0	0
ENSG00000226802	0	0	0
ENSG00000226804	0	0	0
ENSG00000226807	0	0	0
ENSG00000226810	0	0	0
ENSG00000226814	0	0	0
ENSG00000226818	0	0	0
ENSG00000226820	0	0	0
ENSG00000226823	0	0	0
ENSG00000226827	0	0	0
ENSG00000226831	0	0	0
ENSG00000226832	0	0	0
ENSG00000226836	0	0	0
ENSG00000226837	0	0	0
ENSG00000226838	0	0	0
ENSG00000226839	0	0	0
ENSG00000226840	0	0	0
ENSG00000226841	0	0	0
ENSG00000226843	0	0	0
ENSG00000226845	0	0	0
ENSG00000226847	0	0	0
ENSG00000226850	21.294	21.278	21.279
ENSG00000226855	0	0	0
ENSG00000226857	0	0	0
ENSG00000226858	0	0	0
ENSG00000226860	0	0	0
ENSG00000226863	0	0	0
ENSG00000226867	0	0	0
ENSG00000226870	0	0	0
ENSG00000226874	0	0	0
ENSG00000226875	0	0	0
ENSG00000226878	0	0	0
ENSG00000226879	0	0	0
ENSG00000226881	0	0	0
ENSG00000226882	0	0	0
ENSG00000226884	0	0	0
ENSG00000226885	0	0	0
ENSG00000226886	0	0	0
ENSG00000226887	0	0	0
ENSG00000226888	0	0	0
ENSG00000226892	0	0	0
ENSG00000226893	0	0	0
ENSG00000226896	0	0	0
ENSG00000226898	0	0	0
ENSG00000226902	0	0	0
ENSG00000226905	0	0	0
ENSG00000226908	0	0	0
ENSG00000226912	0	0	0
ENSG00000226915	0	0	0
ENSG00000226916	0.333	0.333	0.333
ENSG00000226918	0	0	0
ENSG00000226923	0	0	0
ENSG00000226926	0	0	0
ENSG00000226928	0	0	0
ENSG00000226929	0	0	0
ENSG00000226930	0	0	0
ENSG00000226931	0	0	0
ENSG00000226933	0	0	0
ENSG00000226937	0	0	0
ENSG00000226941	0	0	0
ENSG00000226942	0	0	0
ENSG00000226943	0	0	0
ENSG00000226945	0	0	0
ENSG00000226946	0	0	0
ENSG00000226947	0	0	0
ENSG00000226948	0	0	0
ENSG00000226949	0	0	0
ENSG00000226952	0	0	0
ENSG00000226955	0	0	0
ENSG00000226960	0	0	0
ENSG00000226961	0	0	0
ENSG00000226962	0	0	0
ENSG00000226964	0	0	0
ENSG00000226967	0	0	0
ENSG00000226970	0	0	0
ENSG00000226971	0	0	0
ENSG00000226972	0	0	0
ENSG00000226973	0	0	0
ENSG00000226975	0	0	0
ENSG00000226976	0	0	0
ENSG00000226977	0	0	0
ENSG00000226981	0	0	0
ENSG00000226982	0	0	0
ENSG00000226984	0	0	0
ENSG00000226986	0	0	0
ENSG00000226987	0	0	0
ENSG00000226989	0	0	0
ENSG00000226991	0	0	0
ENSG00000226998	0	0	0
ENSG00000226999	0	0	0
ENSG00000227000	0	0	0
ENSG00000227001	0	0	0
ENSG00000227002	0	0	0
ENSG00000227004	0	0	0
ENSG00000227008	0	0	0
ENSG00000227009	0	0	0
ENSG00000227013	0	0	0
ENSG00000227015	0	0	0
ENSG00000227018	0	0	0
ENSG00000227019	0	0	0
ENSG00000227023	0	0	0
ENSG00000227027	0	0	0
ENSG00000227032	0	0	0
ENSG00000227034	0	0	0
ENSG00000227035	0	0	0
ENSG00000227038	0	0	0
ENSG00000227040	0	0	0
ENSG00000227044	0	0	0
ENSG00000227046	0	0	0
ENSG00000227048	0	0	0
ENSG00000227054	0	0	0
ENSG00000227055	0	0	0
ENSG00000227056	0	0	0
ENSG00000227057	0.333	0.333	0.333
ENSG00000227058	0	0	0
ENSG00000227059	0	0	0
ENSG00000227062	0	0	0
ENSG00000227063	0	0	0
ENSG00000227064	0	0	0
ENSG00000227067	0	0	0
ENSG00000227069	0	0	0
ENSG00000227072	0	0	0
ENSG00000227073	0	0	0
ENSG00000227077	0	0	0
ENSG00000227080	0	0	0
ENSG00000227081	0	0	0
ENSG00000227087	0	0	0
ENSG00000227096	0	0	0
ENSG00000227097	1.387	1.389	1.388
ENSG00000227099	0	0	0
ENSG00000227102	0	0	0
ENSG00000227104	0	0	0
ENSG00000227105	0	0	0
ENSG00000227108	0	0	0
ENSG00000227109	0	0	0
ENSG00000227113	0	0	0
ENSG00000227118	0	0	0
ENSG00000227120	0	0	0
ENSG00000227123	0	0	0
ENSG00000227124	0	0	0
ENSG00000227129	0	0	0
ENSG00000227133	0	0	0
ENSG00000227134	0	0	0
ENSG00000227137	0	0	0
ENSG00000227138	0	0	0
ENSG00000227140	0	0	0
ENSG00000227141	0	0	0
ENSG00000227144	0	0	0
ENSG00000227147	0	0	0
ENSG00000227149	0	0	0
ENSG00000227151	0	0	0
ENSG00000227154	0	0	0
ENSG00000227158	0	0	0
ENSG00000227159	0	0	0
ENSG00000227160	0	0	0
ENSG00000227163	0	0	0
ENSG00000227166	0	0	0
ENSG00000227168	0	0	0
ENSG00000227171	0	0	0
ENSG00000227173	0	0	0
ENSG00000227176	0	0	0
ENSG00000227177	0	0	0
ENSG00000227179	0	0	0
ENSG00000227180	0	0	0
ENSG00000227182	0	0	0
ENSG00000227183	0	0	0
ENSG00000227187	0	0	0
ENSG00000227191	0	0	0
ENSG00000227201	0	0	0
ENSG00000227203	0	0	0
ENSG00000227204	0	0	0
ENSG00000227205	0	0	0
ENSG00000227207	0	0	0
ENSG00000227209	0	0	0
ENSG00000227211	0	0	0
ENSG00000227212	0	0	0
ENSG00000227222	0	0	0
ENSG00000227224	0	0	0
ENSG00000227225	0	0	0
ENSG00000227228	0	0	0
ENSG00000227232	4.483	4.449	4.465
ENSG00000227233	0	0	0
ENSG00000227234	0	0	0
ENSG00000227236	0	0	0
ENSG00000227238	0	0	0
ENSG00000227241	0	0	0
ENSG00000227242	0	0	0
ENSG00000227243	0	0	0
ENSG00000227247	0	0	0
ENSG00000227249	0	0	0
ENSG00000227251	0	0	0
ENSG00000227254	0	0	0
ENSG00000227255	0	0	0
ENSG00000227257	0	0	0
ENSG00000227259	0	0	0
ENSG00000227261	0	0	0
ENSG00000227262	0	0	0
ENSG00000227264	0	0	0
ENSG00000227265	0	0	0
ENSG00000227267	0	0	0
ENSG00000227268	1	1	1
ENSG00000227270	0	0	0
ENSG00000227271	0	0	0
ENSG00000227275	0	0	0
ENSG00000227283	0	0	0
ENSG00000227284	0	0	0
ENSG00000227286	0	0	0
ENSG00000227288	0	0	0
ENSG00000227289	0	0	0
ENSG00000227291	0	0	0
ENSG00000227295	0	0	0
ENSG00000227296	0	0	0
ENSG00000227298	0	0	0
ENSG00000227300	0	0	0
ENSG00000227302	0	0	0
ENSG00000227304	0	0	0
ENSG00000227309	0	0	0
ENSG00000227311	0	0	0
ENSG00000227312	0	0	0
ENSG00000227314	0	0	0
ENSG00000227315	0	0	0
ENSG00000227317	8.768	44	8.781
ENSG00000227321	0	0	0
ENSG00000227322	1	1	1
ENSG00000227326	0	0	0
ENSG00000227329	0	0	0
ENSG00000227331	0	0	0
ENSG00000227333	0	0	0
ENSG00000227335	0	0	0
ENSG00000227337	0	0	0
ENSG00000227339	0	0	0
ENSG00000227343	0	0	0
ENSG00000227344	0	0	0
ENSG00000227345	8.643	8.643	8.643
ENSG00000227347	0	0	0
ENSG00000227348	0	0	0
ENSG00000227349	0	0	0
ENSG00000227350	0	0	0
ENSG00000227351	0	0	0
ENSG00000227353	0	0	0
ENSG00000227357	0	0	0
ENSG00000227358	0	0	0
ENSG00000227361	0	0	0
ENSG00000227367	0	0	0
ENSG00000227368	0	0	0
ENSG00000227370	0	0	0
ENSG00000227371	0	0	0
ENSG00000227376	0	0	0
ENSG00000227379	0	0	0
ENSG00000227382	0	0	0
ENSG00000227383	0	0	0
ENSG00000227384	0.5	0.5	0.5
ENSG00000227389	0	0	0
ENSG00000227391	0	0	0
ENSG00000227393	0	0	0
ENSG00000227394	0	0	0
ENSG00000227395	0	0	0
ENSG00000227397	0	0	0
ENSG00000227399	0	0	0
ENSG00000227401	0	0	0
ENSG00000227404	0	0	0
ENSG00000227405	0	0	0
ENSG00000227406	0	0	0
ENSG00000227408	0	0	0
ENSG00000227411	0	0	0
ENSG00000227412	0	0	0
ENSG00000227413	0	0	0
ENSG00000227416	0	0	0
ENSG00000227417	0	0	0
ENSG00000227423	0	0	0
ENSG00000227425	0	0	0
ENSG00000227426	0	0	0
ENSG00000227427	0	0	0
ENSG00000227430	0	0	0
ENSG00000227433	0	0	0
ENSG00000227434	0	0	0
ENSG00000227435	0	0	0
ENSG00000227436	0	0	0
ENSG00000227437	0	0	0
ENSG00000227440	0	0	0
ENSG00000227443	0	0	0
ENSG00000227444	0	0	0
ENSG00000227445	0	0	0
ENSG00000227446	0	0	0
ENSG00000227447	0	0	0
ENSG00000227449	3	3	3
ENSG00000227453	0	0	0
ENSG00000227454	0	0	0
ENSG00000227458	0	0	0
ENSG00000227460	13.897	13.901	13.9
ENSG00000227462	0	0	0
ENSG00000227465	0	0	0
ENSG00000227470	0	0	0
ENSG00000227471	0	0	0
ENSG00000227473	0	0	0
ENSG00000227474	0	0	0
ENSG00000227491	0	0	0
ENSG00000227493	0	0	0
ENSG00000227494	0	0	0
ENSG00000227497	0	0	0
ENSG00000227499	0	0	0
ENSG00000227500	11	11	11
ENSG00000227505	0	0	0
ENSG00000227506	0	0	0
ENSG00000227507	0	0	0
ENSG00000227511	0	0	0
ENSG00000227513	0	0	0
ENSG00000227514	0	0	0
ENSG00000227515	0	0	0
ENSG00000227521	0	0	0
ENSG00000227523	0	0	0
ENSG00000227525	0	0	0
ENSG00000227526	0	0	0
ENSG00000227532	0	0	0
ENSG00000227534	0	0	0
ENSG00000227536	0	0	0
ENSG00000227537	0	0	0
ENSG00000227538	0	0	0
ENSG00000227541	0	0	0
ENSG00000227545	0	0	0
ENSG00000227547	0	0	0
ENSG00000227550	0	0	0
ENSG00000227551	0	0	0
ENSG00000227556	0	0	0
ENSG00000227557	0	0	0
ENSG00000227560	0	0	0
ENSG00000227563	0	0	0
ENSG00000227568	0	0	0
ENSG00000227573	0	0	0
ENSG00000227576	0	0	0
ENSG00000227577	0	0	0
ENSG00000227578	0	0	0
ENSG00000227581	0	0	0
ENSG00000227582	0	0	0
ENSG00000227583	0	0	0
